,entity_id,distribution,q_id
3872,279273,{'Fever': 0},39
3873,279278,{'Hyperpigmentation': 0},39
3874,17138,{'Osteoarthritis': 1},39
3875,148219,{'Bleeding': 0},39
3876,279294,"{'Allergic disorders': 1, 'Skin disorders': 0}",39
3877,279295,{'Glaucoma': 0},39
3878,148231,{'Bacterial infections': 1},39
3879,148233,{'Fever': 1},39
3880,279307,{},39
3881,148238,{'Constipation': 2},39
3882,148242,{'Bacterial infections': 0},39
3883,279319,{'Anaesthesia': 2},39
3884,148248,{'Schizophrenia': 0},39
3885,17182,"{'Osteoarthritis': 1, 'Rheumatoid Arthritis': 0}",39
3886,148260,"{'Skin disorders': 6, 'Fungal infections': 9, 'Bacterial infections': 8, 'Allergic disorders': 8}",39
3887,279332,{'Others': 0},39
3888,17200,{'Osteoarthritis': 0},39
3889,279345,{},39
3890,17205,{'Heart failure': 0},39
3891,17206,{'Increased blood pressure': 3},39
3892,148278,"{'Diarrhoea': 0, 'Hepatic encephalopathy': 0}",39
3893,17207,{'Increased blood pressure': 0},39
3894,279354,{'Osteoarthritis': 1},39
3895,279359,{'Bacterial infections': 0},39
3896,148307,{'Bacterial infections': 3},39
3897,148322,"{'Headache': 1, 'dental pain': 0, 'Fever': 0}",39
3898,148326,"{'Headache': 3, 'dental pain': 5, 'Others': 0, 'Myalgia': 3, 'Arthralgia': 3}",39
3899,148330,"{'Bacterial infections': 0, 'Others': 0}",39
3900,17265,{'Increased blood pressure': 1},39
3901,279416,{'Bacterial infections': 0},39
3902,17276,"{'Increased blood pressure': 3, 'Diabetic kidney disease': 2}",39
3903,279421,{'Fever': 0},39
3904,148352,{'Fluid retention': 0},39
3905,148355,"{'Breast cancer': 0, 'Pain during menstruation': 7, 'Premenstural syndrome': 7, 'Others': 5, 'Endometriosis': 0}",39
3906,17289,{'Increased blood pressure': 1},39
3907,279436,{'Cough with mucus': 1},39
3908,17293,{'Increased blood pressure': 0},39
3909,279439,{'Mucolytic': 0},39
3910,17296,"{'Heart attack': 1, 'Others': 0, 'Heart failure': 1, 'Increased blood pressure': 5, 'Diabetic kidney disease': 2}",39
3911,279442,{'Nausea': 1},39
3912,148377,{'Acne': 1},39
3913,148379,"{'Others': 1, 'Iron deficiency anemia': 0}",39
3914,279453,{'Acne': 2},39
3915,279454,{'Cough with mucus': 0},39
3916,148383,"{'Diarrhoea': 0, 'Parasitic worm infections': 1, 'Bacterial infections': 1}",39
3917,148384,"{'Anxiety disorder': 3, 'Schizophrenia': 2, 'Depression': 4, 'Obsessive-compulsive disorder': 0}",39
3918,17313,{'Increased blood pressure': 0},39
3919,279458,{'Severe allergic reaction': 1},39
3920,279459,{'Stomach ulcers': 1},39
3921,148389,"{'Bacterial infections': 0, 'Others': 0, 'Bacterial skin infections': 0}",39
3922,148392,"{'Skin disorders': 1, 'Fungal infections': 1, 'Severe allergic reaction': 0, 'Others': 0}",39
3923,148394,"{'Vomiting': 0, 'Others': 1}",39
3924,279466,{'Asthma': 1},39
3925,148399,{'Acne': 0},39
3926,148401,"{'dental pain': 0, 'Myalgia': 0, 'Headache': 0, 'Arthralgia': 0, 'Fever': 0}",39
3927,148402,{'Fever': 1},39
3928,148405,{'Nutritional deficiencies': 1},39
3929,148406,"{'Acidity': 1, 'Others': 1, 'Vomiting': 1}",39
3930,148408,{'Increased blood pressure': 2},39
3931,148410,{},39
3932,279482,{'Cough': 0},39
3933,148415,"{'Others': 1, 'Nasal congestion': 1, 'Anaesthesia': 2}",39
3934,148418,{'Others': 0},39
3935,17346,"{'Increased blood pressure': 1, 'Heart attack': 1}",39
3936,279492,{'Post traumatic stress disorder': 0},39
3937,148424,{'Type 2 diabetes': 2},39
3938,148428,"{'Serious fungal Infections': 2, 'Kala-azar': 1, 'Serious fungal infections': 0}",39
3939,148433,{'Bacterial infections': 0},39
3940,279506,{'Appetite stimulant': 0},39
3941,148436,"{'Serious fungal infections': 1, 'Serious fungal Infections': 1}",39
3942,279516,{'Bacterial infections': 1},39
3943,148445,{},39
3944,279525,{'Vertigo': 1},39
3945,148456,{'Mania': 0},39
3946,148459,{'Heart attack': 0},39
3947,148464,{'Schizophrenia': 0},39
3948,148466,{'Type 2 diabetes': 0},39
3949,17400,"{'Increased blood pressure': 5, 'Diabetic kidney disease': 2, 'Heart failure': 1, 'Heart attack': 1}",39
3950,17402,"{'Heart failure': 0, 'Increased blood pressure': 1}",39
3951,148476,{'Dry cough': 0},39
3952,17405,"{'Increased blood pressure': 1, 'Diabetic kidney disease': 1}",39
3953,17406,{'Increased blood pressure': 0},39
3954,279552,"{'Rheumatoid Arthritis': 0, 'Headache': 0}",39
3955,17412,{'Increased blood pressure': 0},39
3956,279560,{'Bacterial infections': 1},39
3957,148492,{'Pain': 0},39
3958,148495,{'Epilepsy': 1},39
3959,17424,"{'Increased LDL levels in blood': 0, 'Increased triglycerides levels in blood': 0}",39
3960,148501,{'Increased blood pressure': 0},39
3961,279575,{'Stroke': 1},39
3962,17433,{'Increased triglycerides levels in blood': 1},39
3963,148507,{'Schizophrenia': 0},39
3964,279580,{'Type 2 diabetes': 2},39
3965,148511,{'HIV infection': 1},39
3966,17440,{'Increased triglycerides levels in blood': 1},39
3967,148517,"{'Prevention of Rheumatic fever': 5, 'Bacterial infections': 5, 'Syphilis': 4, 'Others': 2}",39
3968,279589,{'Schizophrenia': 0},39
3969,148522,"{'Myalgia': 1, 'Fever': 1, 'dental pain': 1}",39
3970,148525,{'Depression': 0},39
3971,279601,{},39
3972,279612,{'Bacterial infections': 1},39
3973,148549,"{'Bacterial skin infections': 0, 'Bacterial infections': 3, 'Others': 0, 'Tuberculosis': 3}",39
3974,279622,{'Bacterial skin infections': 0},39
3975,148557,"{'Kidney stone': 1, 'Increased blood pressure': 1}",39
3976,148560,"{'Depression': 0, 'Obsessive-compulsive disorder': 2, 'Mania': 0, 'Phobia': 0, 'Anxiety disorder': 0}",39
3977,279632,{},39
3978,148565,{'Bacterial infections': 0},39
3979,148569,{'Bacterial infections': 1},39
3980,148570,"{'Acidity': 2, 'Stomach ulcers': 1, 'Intestinal ulcers': 1, 'Heartburn': 1}",39
3981,279643,{'Bacterial infections': 1},39
3982,148571,{'Heartburn': 1},39
3983,148573,{},39
3984,148577,{'Female Infertility': 1},39
3985,279652,{'Others': 0},39
3986,148587,{'Type 2 diabetes': 3},39
3987,148589,{'Bacterial infections': 1},39
3988,279661,{'Headache': 0},39
3989,148592,{'Organ transplantation': 1},39
3990,148596,{'Piles': 0},39
3991,17532,"{'Parasitic worm infections': 1, 'Others': 0}",39
3992,148606,"{'Iron deficiency anemia': 0, 'Others': 1, 'Nutritional deficiencies': 1}",39
3993,148609,"{'Neuropathic pain': 1, 'Others': 1}",39
3994,148611,"{'premature ejaculation': 1, 'Erectile dysfunction': 1}",39
3995,279684,{'Bacterial infections': 0},39
3996,148613,"{'Stomach ulcers': 0, 'Acidity': 1}",39
3997,17553,{'Irritable bowel syndrome': 2},39
3998,148625,"{'Contraception': 1, 'Others': 0}",39
3999,17558,{'Irritable bowel syndrome': 0},39
4000,17561,"{'Irritable bowel syndrome': 6, 'Others': 1}",39
4001,148636,"{'Typhoid fever': 1, 'Bacterial infections': 1}",39
4002,279718,{'Myalgia': 1},39
4003,148649,"{'HIV infection': 1, 'Others': 1}",39
4004,17577,"{'Fever': 4, 'Others': 1, 'Myalgia': 2}",39
4005,148650,"{'Headache': 1, 'Pain during menstruation': 2}",39
4006,148655,"{'Bacterial infections': 0, 'Allergic disorders': 1, 'Anaesthesia': 0}",39
4007,148656,{'Nutritional deficiencies': 3},39
4008,17585,"{'Fever': 6, 'Arthralgia': 1, 'Myalgia': 6, 'Headache': 0, 'Others': 1, 'dental pain': 0, 'Osteoarthritis': 3, 'Menstural pain': 1}",39
4009,17596,{'Malaria': 1},39
4010,148668,{'Scabies': 1},39
4011,148676,"{'Headache': 11, 'Others': 6, 'Myalgia': 10, 'Arthralgia': 11, 'Migraine': 7, 'Fever': 11, 'Pain during menstruation': 9}",39
4012,148680,{},39
4013,148683,{'Type 2 diabetes': 3},39
4014,17614,"{'Others': 2, 'Contraception': 0}",39
4015,148686,"{'Swelling': 1, 'Pain': 1}",39
4016,17616,"{'Others': 0, 'Contraception': 1}",39
4017,17617,"{'Insomnia': 13, 'Jet lag': 12, 'Others': 1}",39
4018,279762,"{'Menstural pain': 1, 'Others': 0}",39
4019,148699,"{'Type 2 diabetes': 3, 'Others': 0}",39
4020,148703,{'Anaesthesia': 0},39
4021,148709,{'Asthma': 1},39
4022,148711,{'Skin disorders': 1},39
4023,148715,"{'Pain': 3, 'dental pain': 2, 'Swelling': 3}",39
4024,279787,{'Bradycardia': 1},39
4025,148718,{'Bacterial infections': 0},39
4026,148721,"{'Asthma': 3, 'Anaesthesia': 2, 'Chronic obstructive pulmonary disorder': 4}",39
4027,148724,{'Increased blood pressure': 1},39
4028,148725,{'Morning sickness': 3},39
4029,17655,{'Multiple myeloma': 0},39
4030,148729,"{'Deep vein thrombosis': 1, 'Pulmonary embolus': 1, 'Pulmonary embolism': 1}",39
4031,279805,{'Fungal infections': 0},39
4032,17666,"{""Alzheimer's disease"": 3, 'Others': 1}",39
4033,148739,"{'Bacterial infections': 0, 'Tuberculosis': 0}",39
4034,17668,"{""Alzheimer's disease"": 0}",39
4035,17669,"{'Others': 1, ""Alzheimer's disease"": 6}",39
4036,279823,{'Bacterial infections': 1},39
4037,148753,"{'premature ejaculation': 19, 'Erectile dysfunction': 16, 'Others': 4}",39
4038,279831,"{'Acidity': 0, 'Stomach ulcers': 0}",39
4039,148773,{'Fungal infections': 1},39
4040,148781,"{'Intestinal ulcers': 11, 'Others': 1, 'Heartburn': 10, 'Acidity': 12, 'Stomach ulcers': 12}",39
4041,148783,"{'Bacterial infections': 0, 'Typhoid fever': 1}",39
4042,279857,{'Others': 0},39
4043,279859,{},39
4044,279860,{'Typhoid fever': 0},39
4045,148789,{'Bacterial infections': 0},39
4046,148790,{'Erectile dysfunction': 0},39
4047,148793,"{'Bleeding': 1, 'Others': 0}",39
4048,279865,{'Bacterial infections': 1},39
4049,17730,{'Serious bacterial infections': 0},39
4050,279880,{'Bacterial infections': 0},39
4051,17739,{'Serious bacterial infections': 1},39
4052,148816,"{'Stomach ulcers': 0, 'Vomiting': 0}",39
4053,17747,{'Serious bacterial infections': 1},39
4054,148821,"{'Skin disorders': 4, 'Allergic disorders': 1}",39
4055,279897,{'Heart attack': 0},39
4056,148830,{'Glaucoma': 1},39
4057,279905,{'Eye disorders': 1},39
4058,279906,"{'Skin disorders': 3, 'Allergic disorders': 1, 'Anaesthesia': 2}",39
4059,279907,"{'Fluid retention': 0, 'Increased blood pressure': 2}",39
4060,148839,{'Type 2 diabetes': 0},39
4061,279914,{'Mucolytic': 1},39
4062,279920,{'Female Infertility': 1},39
4063,148851,{'Brain tumor': 3},39
4064,17781,{'Serious bacterial infections': 4},39
4065,279927,{'Mania': 1},39
4066,148863,"{'Atopic dermatitis': 1, 'Others': 0}",39
4067,148867,"{'Heart failure': 4, 'Angina': 9, 'Others': 2}",39
4068,148871,{'Bacterial skin infections': 0},39
4069,148879,{'Type 2 diabetes': 0},39
4070,279956,{'Infections': 1},39
4071,148888,{'Bacterial infections': 0},39
4072,279966,"{'Iron deficiency anemia': 2, 'Anemia due to chronic kidney disease': 0}",39
4073,279968,{'Headache': 0},39
4074,148905,"{'Mouth Sores': 3, 'Inflammation of gums': 4}",39
4075,148906,{'Multiple myeloma': 1},39
4076,148911,{'Local Anaesthesia': 1},39
4077,17844,{'Serious bacterial infections': 3},39
4078,148923,{'Increased blood pressure': 1},39
4079,148924,{'Acidity': 2},39
4080,280000,{'Increased blood pressure': 0},39
4081,280002,{'Glaucoma': 2},39
4082,148939,"{""Alzheimer's disease"": 3}",39
4083,148943,{'Type 2 diabetes': 1},39
4084,148947,{'Myasthenia gravis': 1},39
4085,148949,{'Fluid retention': 0},39
4086,17884,{'Serious bacterial infections': 1},39
4087,148972,{'Epilepsy': 1},39
4088,17901,{'Crohn disease': 1},39
4089,280047,{'Increased blood pressure': 0},39
4090,17904,"{'Crohn disease': 4, 'Ulcerative colitis': 4}",39
4091,148977,{'Increased blood pressure': 0},39
4092,280050,"{'Depression': 0, 'Anxiety disorder': 1}",39
4093,280053,"{'Heartburn': 0, 'Indigestion': 0}",39
4094,148987,{'Allergic disorders': 1},39
4095,17920,{'Alcoholic fatty liver disease': 2},39
4096,17921,"{'Non-alcoholic fatty liver': 0, 'Alcoholic fatty liver disease': 2}",39
4097,280065,{'Depression': 0},39
4098,148995,"{'Anaesthesia': 4, 'Skin disorders': 7, 'Allergic disorders': 2, 'Others': 0}",39
4099,17924,"{'Others': 0, 'Muscle relaxation': 3}",39
4100,148992,{'Anaesthesia': 1},39
4101,280075,"{'Mania': 1, 'Epilepsy': 2}",39
4102,280083,"{'Male hypogonadism': 0, 'Female Infertility': 0}",39
4103,149011,{'Hypothyroidism': 2},39
4104,149012,{'Increased blood pressure': 0},39
4105,17942,{'Type 2 diabetes': 1},39
4106,149015,"{'Bacterial infections': 0, 'Others': 0}",39
4107,17951,{'Polycystic ovary syndrome': 0},39
4108,149024,{'premature ejaculation': 2},39
4109,17953,"{'Polycystic ovary syndrome': 1, 'Type 2 diabetes': 1}",39
4110,17954,"{'Polycystic ovary syndrome': 0, 'Type 2 diabetes': 1}",39
4111,17955,"{'Type 2 diabetes': 6, 'Polycystic ovary syndrome': 5, 'Others': 1}",39
4112,149030,"{'Stroke': 0, 'Head trauma': 1}",39
4113,280103,{'Skin disorders': 0},39
4114,149038,{'Bacterial infections': 0},39
4115,17967,"{'Type 2 diabetes': 7, 'Polycystic ovary syndrome': 7, 'Others': 1}",39
4116,149039,"{'Acidity': 1, 'Stomach ulcers': 1}",39
4117,149046,{'Increased blood pressure': 1},39
4118,149048,{'Increased blood pressure': 1},39
4119,17977,"{'Polycystic ovary syndrome': 2, 'Type 2 diabetes': 1, 'Others': 1}",39
4120,17992,"{'Type 2 diabetes': 1, 'Polycystic ovary syndrome': 0}",39
4121,149069,"{'Migraine': 1, 'Fever': 2, 'Headache': 2, 'Nasal congestion': 2, 'Others': 6}",39
4122,149072,{'Diarrhoea': 0},39
4123,18000,{'Polycystic ovary syndrome': 2},39
4124,18001,{'Polycystic ovary syndrome': 1},39
4125,280147,{'Vomiting': 1},39
4126,149076,{'Constipation': 1},39
4127,149080,{'Others': 0},39
4128,280155,{},39
4129,18013,"{'Type 2 diabetes': 10, 'Polycystic ovary syndrome': 8}",39
4130,149088,"{'Severe allergic reaction': 1, 'Bacterial infections': 1}",39
4131,280162,{'Increased blood pressure': 1},39
4132,280170,{'Increased cholesterol levels in blood': 0},39
4133,18027,{'Polycystic ovary syndrome': 1},39
4134,149101,{'Epilepsy': 2},39
4135,18033,"{'Polycystic ovary syndrome': 41, 'Type 2 diabetes': 41, 'Others': 3}",39
4136,149106,{'Bacterial infections': 1},39
4137,280179,{'Bacterial infections': 1},39
4138,280180,"{'Osteoarthritis': 1, 'Ankylosing Spondylitis': 0, 'Arthralgia': 1}",39
4139,280186,{'Asthma': 0},39
4140,280188,{'Skin disorders': 1},39
4141,280195,{'Glaucoma': 2},39
4142,18059,"{'Type 2 diabetes': 2, 'Polycystic ovary syndrome': 2}",39
4143,18066,{'Type 2 diabetes': 0},39
4144,149138,{'Others': 0},39
4145,149148,{'premature ejaculation': 1},39
4146,149149,{},39
4147,280226,{'Bacterial infections': 1},39
4148,149156,"{'Increased cholesterol levels in blood': 0, 'Increased triglycerides levels in blood': 1}",39
4149,280235,{'Skin disorders': 1},39
4150,18092,"{'Type 2 diabetes': 2, 'Polycystic ovary syndrome': 2, 'Others': 0}",39
4151,18093,"{'Polycystic ovary syndrome': 1, 'Type 2 diabetes': 1}",39
4152,18094,{'Type 2 diabetes': 0},39
4153,149167,"{'Increased triglycerides levels in blood': 0, 'Increased cholesterol levels in blood': 0}",39
4154,149169,{'Mania': 1},39
4155,280243,{'Arthralgia': 0},39
4156,149176,"{'Increased blood pressure': 1, 'Heart failure': 1}",39
4157,18105,"{'Type 2 diabetes': 2, 'Polycystic ovary syndrome': 2, 'Others': 0}",39
4158,149180,{'Infections after chemotherapy': 0},39
4159,149182,{'Bacterial infections': 1},39
4160,280255,{'Heart attack': 0},39
4161,18115,{'Type 2 diabetes': 1},39
4162,149190,"{'Fever': 3, 'Others': 1, 'Headache': 1, 'Myalgia': 1, 'Pain during menstruation': 2}",39
4163,149193,"{""Alzheimer's disease"": 0}",39
4164,149196,"{'Bacterial infections': 1, 'Allergic disorders': 2, 'Anaesthesia': 2, 'Others': 1}",39
4165,149200,"{'Central diabetes insipidus': 2, 'Bed-wetting': 1}",39
4166,149213,{'Increased blood pressure': 1},39
4167,280288,{'Myalgia': 2},39
4168,18151,{'Type 2 diabetes': 2},39
4169,149226,"{'Increased blood pressure': 0, 'Heart failure': 0}",39
4170,149229,{'Diarrhoea': 1},39
4171,149232,{'Glaucoma': 0},39
4172,280304,{'Non-alcoholic fatty liver': 2},39
4173,18164,"{'Polycystic ovary syndrome': 1, 'Type 2 diabetes': 4}",39
4174,280310,"{'Dry cough': 1, 'Nasal congestion': 1}",39
4175,18170,{'Type 2 diabetes': 1},39
4176,149244,"{'Typhoid fever': 0, 'Bacterial infections': 2}",39
4177,18173,{'Type 2 diabetes': 0},39
4178,18180,{'Anaesthesia': 0},39
4179,149252,{'Bleeding': 2},39
4180,280328,{},39
4181,149257,{'Increased blood pressure': 0},39
4182,18187,{'Hyperthyroidism': 5},39
4183,149262,{'Hair loss': 2},39
4184,280339,{'Alcoholic fatty liver disease': 1},39
4185,149269,{'Increased blood pressure': 1},39
4186,280349,"{'Bacterial infections': 1, 'Bacterial skin infections': 0}",39
4187,149277,"{""Parkinson's disease"": 1, 'Others': 0}",39
4188,18210,"{'Others': 0, 'Head and neck cancer': 1}",39
4189,18211,"{'Head and neck cancer': 0, 'Breast cancer': 0}",39
4190,280357,{'Glaucoma': 1},39
4191,149286,"{'Psoriasis': 1, 'Skin disorders': 1}",39
4192,18214,{'Others': 0},39
4193,18215,{'Others': 3},39
4194,18220,{'Others': 0},39
4195,280367,{'Osteoarthritis': 1},39
4196,149298,"{'Filariasis': 13, 'Parasitic worm infections': 13, 'Others': 8}",39
4197,18226,{'Others': 2},39
4198,18228,"{'Others': 4, 'Ovarian cancer': 0}",39
4199,18233,{'Others': 0},39
4200,18234,"{'Others': 5, 'Head and neck cancer': 1}",39
4201,149311,"{'Type 2 diabetes': 22, 'Polycystic ovary syndrome': 22, 'Others': 0}",39
4202,18247,{'Others': 1},39
4203,149325,{'Nasal congestion': 0},39
4204,149327,{'Others': 0},39
4205,280399,{'Vomiting': 0},39
4206,149331,{'Bacterial infections': 2},39
4207,149334,{'Dry cough': 0},39
4208,18264,{},39
4209,149337,{'Bacterial infections': 0},39
4210,149340,"{'Others': 2, 'Malaria': 0}",39
4211,18271,{'Others': 0},39
4212,280420,{'Bacterial infections': 1},39
4213,149352,{'Nasal congestion': 0},39
4214,280424,{'Type 2 diabetes': 0},39
4215,149355,"{'Bacterial infections': 1, 'Others': 0}",39
4216,149363,{'Increased cholesterol levels in blood': 0},39
4217,18293,"{'Vitiligo': 1, 'Psoriasis': 1}",39
4218,149365,{'Increased blood pressure': 0},39
4219,149368,{'Pain': 0},39
4220,18299,{'Vitiligo': 5},39
4221,149374,"{'Nutritional deficiencies': 1, 'Others': 0}",39
4222,149375,"{'Asthma': 1, 'Chronic obstructive pulmonary disorder': 1}",39
4223,18305,"{'Bloating': 0, 'Abdominal pain': 0}",39
4224,18313,"{'Male hypogonadism': 4, 'Others': 1}",39
4225,18314,"{'Male hypogonadism': 8, 'Others': 1}",39
4226,18315,"{'Male hypogonadism': 1, 'Others': 1}",39
4227,149386,"{'Nutritional deficiencies': 1, 'Others': 0}",39
4228,280460,{'Others': 1},39
4229,149390,"{'Chickenpox': 4, 'Others': 0, 'Eye infections by Herpes simplex virus': 1, 'Genital Herpes infection': 1, 'Herpes labialis': 2, 'Herpes zoster': 4}",39
4230,149385,{'Anaesthesia': 0},39
4231,280464,{'Chronic obstructive pulmonary disorder': 0},39
4232,149393,{'Bacterial infections': 0},39
4233,280465,{'Female Infertility': 1},39
4234,149397,"{'Increased blood pressure': 2, 'Arrhythmias': 1}",39
4235,149399,{'Pain': 2},39
4236,280476,{'Cholestatic liver diseases': 1},39
4237,280482,{'Bacterial infections': 0},39
4238,149411,"{'Acidity': 2, 'Others': 1, 'Diabetic gastroparesis': 1}",39
4239,149413,"{'Rheumatic disorder': 0, 'Anaesthesia': 0, 'Severe allergic reaction': 0}",39
4240,280488,{'Local Anaesthesia': 1},39
4241,280499,"{'Allergic disorders': 0, 'Anaesthesia': 0}",39
4242,18362,"{'Nausea': 1, 'Vomiting': 2, 'Others': 1}",39
4243,18365,"{'Vomiting': 10, 'Heartburn': 7, 'Others': 1, 'Nausea': 8}",39
4244,149437,"{'Fungal infections': 0, 'Bacterial infections': 0}",39
4245,18369,"{'Vomiting': 1, 'Heartburn': 0}",39
4246,149448,"{'Bacterial infections': 0, 'Others': 0}",39
4247,149449,{'Acidity': 1},39
4248,149455,"{'Increased cholesterol levels in blood': 4, 'Diabetic kidney disease': 2, 'Others': 2, 'Increased blood pressure': 2, 'Heart attack': 3}",39
4249,280527,{'Glaucoma': 0},39
4250,149463,{'Others': 0},39
4251,149465,"{'Increased blood pressure': 1, 'Kidney stone': 2}",39
4252,280540,{'Muscle relaxation': 0},39
4253,149469,{'Dry cough': 1},39
4254,149471,"{'Allergic disorders': 2, 'Anaesthesia': 2, 'Others': 1}",39
4255,149474,"{'Epilepsy': 3, 'Mania': 4, 'Migraine': 3}",39
4256,280547,{'Skin disorders': 1},39
4257,149491,"{'Schizophrenia': 0, 'Others': 1}",39
4258,18424,"{'Increased blood pressure': 0, 'Fluid retention': 0, 'Heart failure': 2}",39
4259,18426,"{'Heart failure': 4, 'Fluid retention': 6, 'Others': 1, 'Increased blood pressure': 3}",39
4260,149504,{'Hypothyroidism': 0},39
4261,18434,"{'Fluid retention': 1, 'Kidney stone': 0, 'Increased blood pressure': 1}",39
4262,18435,"{'Fluid retention': 3, 'Kidney stone': 2, 'Increased blood pressure': 1, 'Heart failure': 0, 'Others': 1}",39
4263,280591,"{'Acne': 0, 'Others': 0}",39
4264,18452,"{'Increased blood pressure': 4, 'Arrhythmias': 1}",39
4265,149525,"{'Angina': 4, 'Others': 1, 'Heart failure': 1}",39
4266,149524,{'Premenstural syndrome': 0},39
4267,149529,"{'Nutritional deficiencies': 1, 'Others': 0, 'Neuropathic pain': 1}",39
4268,18457,"{'Arrhythmias': 0, 'Increased blood pressure': 0}",39
4269,280601,"{'Others': 1, 'Anaesthesia': 1, 'Severe allergic reaction': 2, 'Bacterial infections': 1}",39
4270,149532,{},39
4271,280610,{'Dry cough': 1},39
4272,280620,{'Myalgia': 0},39
4273,149549,{'Others': 0},39
4274,18478,"{'Heart attack': 1, 'Increased blood pressure': 1, 'Angina': 1}",39
4275,18479,"{'Increased blood pressure': 6, 'Heart failure': 0, 'Arrhythmias': 5, 'Heart attack': 5, 'Angina': 3}",39
4276,280624,"{'Angina': 1, 'Increased blood pressure': 0}",39
4277,149564,"{'Anaesthesia': 3, 'Asthma': 4, 'Others': 1}",39
4278,18496,{},39
4279,149571,"{'Fungal infections': 4, 'Anaesthesia': 2, 'Others': 0, 'Bacterial infections': 3}",39
4280,18502,{'Increased blood pressure': 1},39
4281,18503,"{'Increased blood pressure': 16, 'Arrhythmias': 14, 'Heart attack': 11, 'Angina': 15, 'Heart failure': 1}",39
4282,280649,{'Vomiting': 1},39
4283,280652,{'Increased blood pressure': 0},39
4284,149581,"{'Heart attack': 4, 'Pulmonary embolism': 3}",39
4285,18511,{'Increased blood pressure': 3},39
4286,18512,"{'Arrhythmias': 3, 'Increased blood pressure': 4, 'Others': 1, 'Angina': 0}",39
4287,280656,{},39
4288,18514,"{'Arrhythmias': 1, 'Increased blood pressure': 3}",39
4289,149583,"{'Acidity': 1, 'Stomach ulcers': 1}",39
4290,280659,{'Others': 0},39
4291,149594,"{'Vomiting': 0, 'Others': 1}",39
4292,149595,"{'Others': 0, 'Bacterial skin infections': 0}",39
4293,149597,"{'Pain': 1, 'Swelling': 1, 'Arthralgia': 1}",39
4294,18528,"{'Heart attack': 0, 'Arrhythmias': 0, 'Angina': 0, 'Increased blood pressure': 1}",39
4295,18529,{'Arrhythmias': 0},39
4296,18530,"{'Heart attack': 1, 'Increased blood pressure': 1}",39
4297,18534,{'Increased blood pressure': 0},39
4298,149610,{'Schizophrenia': 1},39
4299,149611,"{'Myalgia': 0, 'Arthralgia': 1, 'Headache': 0, 'Muscle relaxation': 1}",39
4300,149612,"{'Dry eye': 13, 'Dry eye disease': 12, 'Others': 3}",39
4301,18545,"{'Increased blood pressure': 4, 'Arrhythmias': 2, 'Heart attack': 3, 'Heart failure': 1, 'Angina': 1}",39
4302,18546,"{'Increased blood pressure': 0, 'Arrhythmias': 0, 'Angina': 1}",39
4303,18549,"{'Angina': 2, 'Increased blood pressure': 3, 'Arrhythmias': 1, 'Heart attack': 2, 'Others': 1}",39
4304,149621,"{'Increased cholesterol levels in blood': 0, 'Increased LDL levels in blood': 0}",39
4305,18558,"{'Angina': 0, 'Arrhythmias': 7, 'Increased blood pressure': 8, 'Heart attack': 7}",39
4306,280704,{'Fever': 0},39
4307,149633,{'Muscle relaxation': 1},39
4308,149634,"{'Skin Infections': 5, 'Fungal infections': 5, 'Skin infections': 6, 'Skin disorders': 6, 'Anaesthesia': 5, 'Fungal Infections': 1, 'Allergic disorders': 5}",39
4309,18566,"{'Arrhythmias': 3, 'Increased blood pressure': 9, 'Heart attack': 5, 'Others': 0, 'Angina': 0}",39
4310,149640,"{'Dandruff': 2, 'Fungal infections': 2}",39
4311,18569,"{'Heart attack': 0, 'Increased blood pressure': 0}",39
4312,18570,{'Heart attack': 1},39
4313,280716,{'Anaesthesia': 0},39
4314,18573,{'Angina': 0},39
4315,280718,{'Cholestatic liver diseases': 0},39
4316,18576,{'Increased blood pressure': 1},39
4317,149654,"{'Myalgia': 1, 'Headache': 0, 'Arthralgia': 1, 'Muscle relaxation': 2}",39
4318,18586,"{'Increased blood pressure': 6, 'Arrhythmias': 0, 'Others': 1, 'Heart attack': 3, 'Angina': 4}",39
4319,149662,{'Type 2 diabetes': 0},39
4320,18591,"{'Increased blood pressure': 0, 'Arrhythmias': 0, 'Angina': 1}",39
4321,280736,{'Increased blood pressure': 0},39
4322,149666,{'Type 2 diabetes': 1},39
4323,149669,{'Preterm labor': 1},39
4324,18600,"{'Increased blood pressure': 1, 'Angina': 1, 'Arrhythmias': 0}",39
4325,149674,{'Serious bacterial infections': 1},39
4326,149684,{'Increased triglycerides levels in blood': 0},39
4327,149685,"{'Bacterial infections': 6, 'Typhoid fever': 2, 'Others': 0}",39
4328,18625,"{'Bacterial infections': 2, 'Others': 1}",39
4329,149700,{'Fungal infections': 0},39
4330,149713,"{'Arthralgia': 0, 'Headache': 0, 'Swelling': 1}",39
4331,18643,{},39
4332,18645,"{'Bacterial infections': 24, 'Diarrhoea': 35, 'Others': 8}",39
4333,280790,{'Rheumatic disorder': 1},39
4334,280806,{'Others': 1},39
4335,149735,{'Hyperpigmentation': 0},39
4336,280812,{'Filariasis': 0},39
4337,280813,"{'Typhoid fever': 0, 'Bacterial infections': 0}",39
4338,149742,{'Contraception': 0},39
4339,149743,"{'Others': 1, 'Bacterial skin infections': 0}",39
4340,149745,{'Arthralgia': 1},39
4341,149748,{'Increased blood pressure': 0},39
4342,280821,{'Vomiting': 1},39
4343,280825,{'Male hypogonadism': 1},39
